acpipmi.c	AcpiPmipIoctlSetConfiguration(__int64 a1, __int64 a2)
iaStorV.c	RaidDev::diskDeviceResetsDoneEH(void *a1, IsmIoReq *a2)
iaStorV.c	RaidDev::dsRecoveryDone(RaidDev *this)
iaStorV.c	RaidDev::fsAllocDone(RaidDev *this)
iaStorV.c	RaidDev::ioPathReadyEH(void *a1)
iaStorV.c	Raid5Map::acquireReadReassignLock(Raid5Map *this, struct RaidReq *a2)
iaStorV.c	Raid5Req::gotReadReassignLockEH(void *a1)
iaStorV.c	Raid5Req::lockedReadReplyEH(void *a1)
iaStorV.c	Raid5Req::readDgDmaDone(Raid5Req *this)
iaStorV.c	Raid5Req::oldParityDoneEH(void *a1)
iaStorV.c	Raid5Req::dmaNewDataDoneEH(void *a1)
iaStorV.c	Raid5Req::readOldDataDoneEH(void *a1)
iaStorV.c	Raid5Req::writeDsRecordDoneEH(void *a1)
iaStorV.c	Raid5Req::writeNewDataDoneEH(void *a1)
iaStorV.c	Raid5Req::partialParityXorDoneEH(void *a1)
iaStorV.c	Raid5Req::partialParityWriteDoneEH(void *a1)
iaStorV.c	Raid5Req::writeXorDoneEH(void *a1)
iaStorV.c	Raid5Req::writeNewParityDoneEH(void *a1)
iaStorV.c	Raid5Req::write5or0DoneEH(struct RaidReqBase *a1)
iaStorV.c	RaidDgReq::writeDgDmaDoneEH(void *a1)
iaStorV.c	RaidDgReq::writeXorDoneEH(void *a1)
iaStorV.c	RaidDgReq::writeParityDoneEH(void *a1)
iaStorV.c	RaidDgReq::readDgNextRead(RaidDgReq *this)
iaStorV.c	RaidDgReq::xorDone(RaidDgReq *this)
iaStorV.c	RaidDgReq::multiReadDoneEH(void *a1)
iaStorV.c	RaidDgReq::allocReadMemBlocks(RaidDgReq *this, int a2, int a3, const struct Event *a4)
iaStorV.c	RaidDgReq::freeReadMemBlocks(__int64 a1, int a2, int a3)
iaStorV.c	RaidDgReq::reassignNextRead(RaidDgReq *this)
iaStorV.c	RaidDgReq::reassignWriteDoneEH(void *a1)
iaStorV.c	Raid5Req::raid3_ReadPrefixDoneEH(void *a1)
iaStorV.c	Raid5Req::raid3_ReadSuffixDoneEH(void *a1)
iaStorV.c	Raid5Req::raid3_DmaNewDataDoneEH(void *a1)
iaStorV.c	Raid5Req::raid3_writeDsRecordDoneEH(void *a1)
iaStorV.c	Raid5Req::raid3_WriteNewDataDoneEH(void *a1)
iaStorV.c	Raid5Req::raid3_WriteXorDone(Raid5Req *this)
iaStorV.c	Raid5Req::raid3_WriteNewParityDoneEH(void *a1)
iaStorV.c	Raid5Req::raid3_WriteDone(Raid5Req *this)
iaStorV.c	Raid5Req::raid3_StartDgReadPrefix(Raid5Req *this)
iaStorV.c	Raid5Req::raid3_PrefixDgDmaDone(Raid5Req *this)
iaStorV.c	Raid5Req::raid3_StartDgReadSuffix(Raid5Req *this)
iaStorV.c	Raid5Req::raid3_SuffixDgDmaDone(Raid5Req *this)
iaStorV.c	RaidMap::getRaid1GoodDataSetParity(RaidMap *this, unsigned int *a2, int *a3)
iaStorV.c	RaidReq::raid1GotReadLock(RaidReq *this, int a2)
iaStorV.c	RaidReq::raid1ReadReply(RaidReq *this)
iaStorV.c	RaidReq::raid1NextReadRetry(RaidReq *this)
iaStorV.c	RaidReq::raid1ReadRetry(RaidReq *this)
iaStorV.c	RaidReq::raid1ReadRetryReplyEH(RaidReq *this)
iaStorV.c	RaidReq::raid1GotReadReassignLockEH(void *a1)
iaStorV.c	RaidReq::raid1ReadGotDgReqEH(void *a1, __int64 a2)
iaStorV.c	RaidDgReq::raid1ReadReassign(RaidDgReq *this, struct RaidMap *a2, void *Src, int a4, int a5, const struct Event *Srca)
iaStorV.c	RaidDgReq::raid1ReassignNextRead(RaidDgReq *this)
iaStorV.c	RaidReq::raid1WriteDataDoneEH(void *a1)
iaStorV.c	RaidReq::raid1WriteParityDoneEH(void *a1)
iaStorV.c	RaidReq::raid1WriteAltParityDoneEH(void *a1)
iaStorV.c	RaidReq::fsLogDone(RaidReq *this)
iaStorV.c	RaidDev::powerDownEH(void *a1, int a2)
iaStorV.c	CfgArray::powerMgmtDoneEH(void *a1)
iaStorV.c	RaidIsm::diskPowerMgmtDoneEH(void *a1)
iaStorV.c	CfgArray::diskPowerMgmtDoneEH(void *a1)
iaStorV.c	RaidVol::parityOpDone(__int64 a1, signed int a2, __int64 a3)
iaStorV.c	RaidVol::raid0VerifyReadsDoneEH(void *a1, __int64 a2)
iaStorV.c	Raid5Map::computeParityDoneEH(void *a1, __int64 a2)
iaStorV.c	Raid1Map::computeParityDoneEH(struct RaidMap *a1, RaidDgReq *this)
iaStorV.c	MemorySet::getFreeMemoryBlocks(MemorySet *this, struct MemoryReq *a2, int a3, int a4)
iaStorV.c	MemorySet::putFreeMemoryBlocks(MemorySet *this, struct MemoryReq *a2, int a3, void *a4)
iaStorV.c	MemorySet::putFreeMemoryBlocks(MemorySet *this, struct MemoryReq *a2, struct MemoryReqPair *a3)
iaStorV.c	LbaLockSet::insert(LbaLockSet *this, struct LbaLock *a2)
iaStorV.c	LbaLockSet::acquire(LbaLockSet *this, struct LbaLock *a2, int a3)
iaStorV.c	LbaLockSet::release(LbaLockSet *this, struct LbaLock *a2)
iaStorV.c	IoPathMgr::initIoPathVolCacheDone(IoPathMgr *this, struct HostIoTarget *a2)
iaStorV.c	IoPathMgr::initIoPathIoCoalescerDoneEH(void *a1, __int64 a2)
iaStorV.c	IoPathMgr::initIoPathMgrDoneEH(void *a1)
iaStorV.c	IoPathMgr::shutDown(IoPathMgr *this, struct IsmIoReq *a2)
iaStorV.c	IoPathMgr::utilCmdDoneEH(void *a1, __int64 a2)
iaStorV.c	IoPathMgr::syncFlushDoneEH(void *a1)
iaStorV.c	RaidGetSetConfig(struct _IRP *a1, __int64 a2)
iaStorV.c	IsmToHost_GetSetParamsDone(void *Src, __int64 a2)
iaStorV.c	powerStateSuspendDone(void *a1, int a2)
iaStorV.c	removeSuspendDone(__int64 a1, struct _KEVENT *a2)
iaStorV.c	pmSuspendDone(__int64 a1, __int64 a2)
iaStorV.c	RaidVol::gotCopyDataEH(RaidVol *this, struct RaidReqBase *a2)
iaStorV.c	DsMgr::clearPpLogDone(DsMgr *this)
iaStorV.c	DsMgr::flushPpLogDone(DsMgr *this)
iaStorV.c	DsMgr::readDsRecordDone(DsMgr *this)
iaStorV.c	DsMgr::computeParityDoneEH(void *a1)
iaStorV.c	DsMgr::readPpLogHdrDone(DsMgr *this)
iaStorV.c	DsMgr::readPpLogTrailerDone(DsMgr *this)
iaStorV.c	DsMgr::readPpDone(DsMgr *this)
iaStorV.c	DsMgr::readDataDone(DsMgr *this)
iaStorV.c	DsMgr::ppXorDoneEH(DsMgr *this)
iaStorV.c	DsMgr::writeParityDone(DsMgr *this)
iaStorV.c	IoCoalescer::shutDown(IoCoalescer *this, struct IsmIoReq *a2)
iaStorV.c	IoCoalescer::handDownIo(IoCoalescer *this, struct IsmIoReq *a2)
iaStorV.c	IoCoalescer::setupToStartReadCoalescing(IoCoalescer *this)
iaStorV.c	FsMgr::allocDoneEH(void *a1)
iaStorV.c	FsLog::allocDone(FsLog *this, int a2)
iaStorV.c	FsLogMin::writePageDoneEH(void *a1, unsigned int a2)
iaStorV.c	FsLogMin::readPageDone(FsLogMin *this, unsigned int a2)
iaStorV.c	FsLogMpb::readDoneEH(void *a1)
iaStorV.c	FsLogMpb::writeDoneEH(void *a1)
iaStorV.c	RaidDev::cngSyncPowerUpDone(RaidDev *this, struct Disk *a2)
iaStorV.c	RaidDev::cngSyncFixDiskDone(RaidDev *this)
iaStorV.c	RaidDev::breakCngCloneMpbWriteDoneEH(void *a1, __int64 a2)
iaStorV.c	RaidDev::breakCngClonePowerDownDone(RaidDev *this, struct Disk *a2)
iaStorV.c	RaidDev::breakCngCloneFailDiskDone(RaidDev *this)
iaStorV.c	RaidDev::mountCngPartnerDiskMpbDoneEH(void *a1, Disk *a2)
iaStorV.c	RaidDev::mountCngPartnerMpbDoneEH(void *a1, __int64 a2)
iaStorV.c	RaidDev::dismountCngPartnerPowerDownDone(RaidDev *this, struct CfgDisk *a2)
iaStorV.c	RaidDev::convertToCngAllocDoneEH(void *a1, __int64 a2)
iaStorV.c	RaidDev::convertToCngStoreMpbDoneEH(void *a1, CfgArray *a2)
iaStorV.c	RaidDev::updateCngForMigrDone(RaidDev *this)
iaStorV.c	CfgArray::volHostNotifyDoneEH(void *a1, __int64 a2)
iaStorV.c	CfgArray::volActionDone(CfgArray *this, struct CfgRaidDev *a2)
iaStorV.c	RaidCfgMgr::notifyCfgActionsDone(RaidCfgMgr *this)
iaStorV.c	RaidCfgMgr::diskActionDone(RaidCfgMgr *this, struct CfgDisk *a2)
iaStorV.c	RaidCfgMgr::spareTestDoneEH(void *a1, __int64 a2)
iaStorV.c	RaidCfgMgr::claimDiskStoreMpbDoneEH(RaidCfgMgr *this, struct CfgDisk *a2)
iaStorV.c	RaidCfgMgr::resetConfigVolDeletesDone(RaidCfgMgr *this)
iaStorV.c	RaidCfgMgr::gotSemsForCreateVol(__int64 a1)
iaStorV.c	RaidCfgMgr::getArraySemForCreateVolEH(void *a1)
iaStorV.c	RaidCfgMgr::gotArraySemForCreateVol(RaidCfgMgr *this)
iaStorV.c	RaidCfgMgr::createErasePrtnDoneEH(void *a1, __int64 a2)
iaStorV.c	CfgArray::diskFailUpdateDoneEH(void *a1, __int64 a2)
iaStorV.c	RaidCfgMgr::mergeReadConfigDoneEH(RaidCfgMgr *this)
iaStorV.c	RaidCfgMgr::setCachePolicyDoneEH(void *a1, __int64 a2)
iaStorV.c	ReadCfgMgr::readErrorLogs(ReadCfgMgr *this)
iaStorV.c	ArrayErrorLog::readyForSave(ArrayErrorLog *this)
iaStorV.c	RaidIsm::getSetParms(RaidIsm *this, struct _GET_SET_RAID_PARAMS_PRV *a2)
iaStorV.c	VolCache::execRead(VolCache *this, struct IsmIoReq *a2)
iaStorV.c	VolCache::compNormalReadEH(void *a1, struct IsmIoReq *a2)
iaStorV.c	VolCache::destageMgrDone(VolCache *this, struct DestageMgr *a2)
iaStorV.c	VolCache::updateReadyForNewReqs(VolCache *this)
iaStorV.c	CacheDmaReq::dmaDoneEH(void *a1)
iaStorV.c	CacheEntry::updateLoadedMask(CacheEntry *this, unsigned __int64 a2, unsigned int a3)
iaStorV.c	SpSpinDown_Up_Drives(struct _COMMON_CHANNEL_INFO *a1)
iaStorV.c	SendDownStreamIrp(PDEVICE_OBJECT DeviceObject, PVOID a2, void *a3, __int64 a4, void *a5, unsigned __int32 a6)
iaStorV.c	SpCreateDeviceObject(int a1, struct _DRIVER_OBJECT *a2, const WCHAR *a3, __int64 a4, ULONG a5, ULONG DeviceExtensionSize, ULONG DeviceType)
iaStorV.c	DevQueueMgr::insertListByKey(DevQueueMgr *this, struct _DoubleLnkList *a2, unsigned int a3)
iaStorV.c	Csmi_GetRaidInfoDone(PSLIST_ENTRY ListEntry, __int64 a2)
iaStorV.c	LedController::SetLed(__int64 a1, int a2)
iaStorV.c	LedController::SetActive(LedController *this, char a2)
iaStorV.c	SpSetCompletionStatus(struct _COMMON_CHANNEL_INFO *a1, struct _SCSI_REQUEST_BLOCK *a2, struct _IRP *a3)
iaStorV.c	SpCreateClose(struct _DEVICE_OBJECT *a1, struct _IRP *a2)
iaStorV.c	SpCreateAdapterObject(struct _COMMON_FDO_INFO *a1)
iaStorV.c	SpCreateChildPdo(struct _DRIVER_OBJECT *a1, __int64 a2, __int64 a3, __int64 a4, const void *Src, int a6, void *a7, unsigned __int8 a8, unsigned __int8 a9, unsigned __int8 a10, char a11)
iaStorV.c	ConfigInfoSetup(struct _PORT_CONFIGURATION_INFORMATION *a1, struct _COMMON_CHANNEL_INFO *a2)
iaStorV.c	SpCreateIDs(struct _INTELPORT_PDO_DEVICE_EXT *a1, void *a2)
iaStorV.c	CreateHwIds(struct _INTELPORT_PDO_DEVICE_EXT *a1, unsigned __int8 *a2, unsigned __int8 *a3, __int64 a4)
intelpep.c	PepNotifyPpmQueryLpSettings(__int64 a1, __int64 a2)
intelpep.c	PepReadRegister(__int64 a1, __int64 a2)
intelppm.c	PerfReadActualMasterCount(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
intelppm.c	ProcLibTracePStateDomainRundown(__int64 a1)
intelppm.c	PerfReadWrappingCounter(__int64 a1, char a2, __int64 a3, __int64 a4)
intelppm.c	SetEfficientTurboDisablePolicy(int a1, __int64 a2)
intelppm.c	SetPerformanceEnergyBiasPolicy(int a1, __int64 a2)
intelppm.c	EvtDeviceSetPower(__int64 a1, __int64 a2)
intelppm.c	SetGV3PerfState(__int64 a1, __int64 a2)
intelppm.c	SetFFHThrottleState(__int64 a1, unsigned __int64 a2)
intelppm.c	SetTurboDisablePolicy(int a1, __int64 a2)
intelppm.c	ProcLibTraceCStateDomainRundown(__int64 a1)
intelppm.c	ReadGenAddr(__int64 a1)
intelppm.c	ReadIoMemRaw(__int64 a1)
intelppm.c	PepRegisterSpmSettings(__int64 a1)
intelppm.c	SetPerfStateFFH(__int64 a1, __int64 a2)
intelppm.c	SetPerfStateIO(__int64 a1, unsigned int a2, __int64 a3)
intelppm.c	CpcReadFeedback(int (*a1)(void))
intelppm.c	CpcReadFeedbackAcquireCallback(__int64 a1, int (*a2)(void))
intelppm.c	DecodeAcpi2CState(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, __int64 a6, __int64 a7)
intelppm.c	RegisterKernelIdleDomains(__int64 a1)
intelppm.c	DeregisterKernelIdleDomains(__int64 a1)
intelppm.c	InitAcpiProcessorDomains(__int64 a1)
intelppm.c	InitAcpiPerfDomain(__int64 a1)
intelppm.c	InitAcpiIdleDomain(__int64 a1, __int64 a2, __int64 a3)
intelppm.c	ValidatePerfDomainSymmetry(__int64 a1)
intelppm.c	GetPerfDomain(__int64 a1, __int64 a2, __int64 a3)
intelppm.c	ProcLibDeviceCreate(PVOID DeferredContext)
intelppm.c	DecodeDoorbellAddressIo(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
intelppm.c	DecodeDoorbellAddressMemory(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
intelppm.c	DeregisterIdleDomain(__int64 a1, __int64 a2)
intelppm.c	RegisterIdleDomain(__int64 a1, unsigned int a2)
intelppm.c	UpdateKernelIdleDomains(__int64 a1)
intelppm.c	InitAcpiThrottleDomain(__int64 a1)
intelppm.c	PepNotifyQuerySettingHandle(__int64 a1, __int64 a2)
intelppm.c	DecodeAcpiPStates(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, __int64 a6, __int64 a7)
intelppm.c	DecodeAcpiTStates(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, __int64 a6, __int64 a7)
intelppm.c	DecodeControlStatusRegisterIo(__int64 a1, char a2, __int64 a3, __int64 a4, __int64 a5)
intelppm.c	ValidateAcpiIdleDomain(unsigned int *a1, __int64 a2)
ipfltdrv.c	SetInterfaceBinding2(__int64 a1, __int64 a2)
ipfltdrv.c	CreateCommonInterface(__int64 a1, int a2, int a3, char a4)
ipfltdrv.c	OpenNewHandle(__int64 a1)
ipfltdrv.c	SetupExternalNaming(PUNICODE_STRING DeviceName)
ipfltdrv.c	SetupAclOnDevice(__int64 a1)
ipfltdrv.c	IpfShimSetFilterState(__int64 a1)
ipfltdrv.c	FcbLockDown(__int64 a1)
ipfltdrv.c	CreateMaskFor(void *a1, int a2)
ipfltdrv.c	DoIpIoctl(void *a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, __int64 a6, __int64 a7)
ipfltdrv.c	SetFiltersEx(__int64 a1, __int64 a2, unsigned int a3, __int64 a4)
ipfltdrv.c	OpenRegKey(PHANDLE KeyHandle, __int64 a2)
ipfltdrv.c	UnSetFiltersEx(__int64 a1, __int64 a2, unsigned int a3, __int64 a4)
ipfltdrv.c	PFReadRegistryParameters(UNICODE_STRING *a1)
IPMIDrv.c	SetDataItem(struct _DEVICE_OBJECT *a1, struct _IRP *a2)
IPMIDrv.c	Func_IPMIReadOneByte(__int64 a1, unsigned __int8 a2)
IPMIDrv.c	DispatchCreate(__int64 a1, __int64 a2)
IPMIDrv.c	IoDevObjCreateDeviceSecure(__int64 a1, __int64 a2, UNICODE_STRING *a3, ULONG a4, __int64 a5, __int64 a6, PDEVICE_OBJECT a7, __int64 a8, PDEVICE_OBJECT a9)
IPMIDrv.c	IopDevObjApplyPostCreationSettings(__int64 a1, __int64 a2)
IPMIDrv.c	PpRegStateReadCreateClassCreationSettings(__int64 a1, __int64 a2, __int64 a3)
IPMIDrv.c	PiRegStateReadStackCreationSettingsFromKey(HANDLE KeyHandle, __int64 a2)
IPMIDrv.c	PiRegStateOpenClassKey(__int64 a1, __int64 a2, int a3, __int64 a4)
IPMIDrv.c	PpRegStateUpdateStackCreationSettings(__int64 a1, __int64 a2)
IPMIDrv.c	CmRegUtilUcValueSetUcString(HANDLE KeyHandle, PUNICODE_STRING ValueName, __int64 a3)
IPMIDrv.c	CmRegUtilOpenExistingWstrKey(__int64 a1, const WCHAR *a2, __int64 a3, __int64 a4)
IPMIDrv.c	CmRegUtilCreateWstrKey(__int64 a1, const WCHAR *a2, __int64 a3, ULONG a4, void *a5, __int64 a6, __int64 a7)
kdnic.c	CreateNetworkAdapter@<eax>(__int64 a1@<rcx>, __int64 a2@<rbp>)
ks.c	KsSetDefaultClockState(PKSDEFAULTCLOCK DefaultClock, KSSTATE State)
ks.c	KsSetDefaultClockTime(PKSDEFAULTCLOCK DefaultClock, LONGLONG Time)
ks.c	KsGenerateEventList(GUID *Set, ULONG EventId, PLIST_ENTRY EventsList, KSEVENTS_LOCKTYPE EventsFlags, PVOID EventsLock)
ks.c	KsSetPowerDispatch(KSOBJECT_HEADER Header, PFNKSCONTEXT_DISPATCH PowerDispatch, PVOID PowerContext)
ks.c	KsDecrementCountedWorker(PKSWORKER Worker)
ks.c	KsDeviceSetBusData(PKSDEVICE Device, ULONG DataType, PVOID Buffer, ULONG Offset, ULONG Length)
ks.c	KsGenerateEvents(PVOID Object, const GUID *EventSet, ULONG EventId, ULONG DataSize, PVOID Data, PFNKSGENERATEEVENTCALLBACK CallBack, PVOID CallBackContext)
ks.c	KsPinGetCopyRelationships(PKSPIN Pin, PKSPIN *CopySource, PKSPIN *DelegateBranch)
ks.c	KsPinSetPinClockTime(PKSPIN Pin, LONGLONG Time)
ks.c	KsStreamPointerSetStatusCode(PKSSTREAM_POINTER StreamPointer, NTSTATUS Status)
ks.c	KsPropertyHandler(PIRP Irp, ULONG PropertySetsCount, const KSPROPERTY_SET *PropertySet)
ks.c	KsEnableEvent(PIRP Irp, ULONG EventSetsCount, const KSEVENT_SET *EventSet, PLIST_ENTRY EventsList, KSEVENTS_LOCKTYPE EventsFlags, PVOID EventsLock)
ks.c	KsSetTargetDeviceObject(KSOBJECT_HEADER Header, PDEVICE_OBJECT TargetDevice)
ks.c	KsSetMajorFunctionHandler(PDRIVER_OBJECT DriverObject, ULONG MajorFunction)
ks.c	KsSetDevicePnpAndBaseObject(KSDEVICE_HEADER Header, PDEVICE_OBJECT PnpDeviceObject, PDEVICE_OBJECT BaseObject)
ks.c	KsCreateDevice(PDRIVER_OBJECT DriverObject, PDEVICE_OBJECT PhysicalDeviceObject, const KSDEVICE_DESCRIPTOR *Descriptor, ULONG ExtensionSize, PKSDEVICE *Device)
ks.c	KsAllocateObjectCreateItem(KSDEVICE_HEADER Header, PKSOBJECT_CREATE_ITEM CreateItem, BOOLEAN AllocateEntry, PFNKSITEMFREECALLBACK ItemFreeCallback)
ks.c	KsServiceBusEnumCreateRequest(PDEVICE_OBJECT DeviceObject, PIRP Irp)
ks.c	ItemFreeCallback(PKSOBJECT_CREATE_ITEM CreateItem)
ks.c	KsCreateBusEnumObject(PWCHAR BusIdentifier, PDEVICE_OBJECT BusDeviceObject, PDEVICE_OBJECT PhysicalDeviceObject, PDEVICE_OBJECT PnpDeviceObject, const GUID *const InterfaceGuid, PWCHAR ServiceRelativePath)
ks.c	KsCreateFilterFactory(PDEVICE_OBJECT DeviceObject, const KSFILTER_DESCRIPTOR *Descriptor, PWCHAR RefString, PSECURITY_DESCRIPTOR SecurityDescriptor, ULONG CreateItemFlags, PFNKSFILTERFACTORYPOWER SleepCallback, PFNKSFILTERFACTORYPOWER WakeCallback, PKSFILTERFACTORY *FilterFactory)
ks.c	KsSetTargetState(KSOBJECT_HEADER Header, KSTARGET_STATE TargetState)
ks.c	KsCreateAllocator(HANDLE ConnectionHandle, PKSALLOCATOR_FRAMING AllocatorFraming, PHANDLE AllocatorHandle)
ks.c	KsCreateDefaultAllocator(PIRP Irp)
ks.c	KsCreateDefaultAllocatorEx(PIRP Irp, PVOID InitializeContext, PFNKSDEFAULTALLOCATE DefaultAllocate, PFNKSDEFAULTFREE DefaultFree, PFNKSINITIALIZEALLOCATOR InitializeAllocator, PFNKSDELETEALLOCATOR DeleteAllocator)
ks.c	KsValidateAllocatorCreateRequest(PIRP Irp, PKSALLOCATOR_FRAMING *AllocatorFraming)
ks.c	KsCreateDefaultSecurity(PSECURITY_DESCRIPTOR ParentSecurity, PSECURITY_DESCRIPTOR *DefaultSecurity)
ks.c	KsAllocateDefaultClockEx(PKSDEFAULTCLOCK *DefaultClock, PVOID Context, PFNKSSETTIMER SetTimer, PFNKSCANCELTIMER CancelTimer, PFNKSCORRELATEDTIME CorrelatedTime, const KSRESOLUTION *Resolution, ULONG Flags)
ks.c	KsCreateClock(HANDLE ConnectionHandle, PKSCLOCK_CREATE ClockCreate, PHANDLE ClockHandle)
ks.c	KsCreateDefaultClock(PIRP Irp, PKSDEFAULTCLOCK DefaultClock)
ks.c	KsValidateClockCreateRequest(PIRP Irp, PKSCLOCK_CREATE *ClockCreate)
ks.c	KsCreatePin(HANDLE FilterHandle, PKSPIN_CONNECT Connect, ACCESS_MASK DesiredAccess, PHANDLE ConnectionHandle)
ks.c	KsEnableEventWithAllocator(PIRP Irp, ULONG EventSetsCount, const KSEVENT_SET *EventSet, PLIST_ENTRY EventsList, KSEVENTS_LOCKTYPE EventsFlags, PVOID EventsLock, PFNKSALLOCATOR Allocator, ULONG EventItemSize)
ks.c	KsAddObjectCreateItemToObjectHeader(KSOBJECT_HEADER Header, PDRIVER_DISPATCH Create, PVOID Context, PWCHAR ObjectClass, PSECURITY_DESCRIPTOR SecurityDescriptor)
ks.c	KsDispatchFastReadFailure(PFILE_OBJECT FileObject, PLARGE_INTEGER FileOffset, ULONG Length, BOOLEAN Wait, ULONG LockKey, PVOID Buffer, PIO_STATUS_BLOCK IoStatus, PDEVICE_OBJECT DeviceObject)
ks.c	KsDispatchSetSecurity(PDEVICE_OBJECT DeviceObject, PIRP Irp)
ks.c	KsFreeObjectCreateItem(KSDEVICE_HEADER Header, PUNICODE_STRING CreateItem)
ks.c	KsFreeObjectCreateItemsByContext(KSDEVICE_HEADER Header, PVOID Context)
ks.c	KsQueryObjectCreateItem(KSOBJECT_HEADER Header)
ks.c	KsReadFile(PFILE_OBJECT FileObject, PKEVENT Event, PVOID PortContext, PIO_STATUS_BLOCK IoStatusBlock, PVOID Buffer, ULONG Length, ULONG Key, KPROCESSOR_MODE RequestorMode)
ks.c	KsSetInformationFile(PFILE_OBJECT FileObject, PVOID FileInformation, ULONG Length, FILE_INFORMATION_CLASS FileInformationClass)
ks.c	KsiQueryObjectCreateItemsPresent(KSDEVICE_HEADER Header)
ks.c	KsFastMethodHandler(PFILE_OBJECT FileObject, PKSMETHOD Method, ULONG MethodLength, PVOID Data, ULONG DataLength, PIO_STATUS_BLOCK IoStatus, ULONG MethodSetsCount, const KSMETHOD_SET *MethodSet)
ks.c	KsMethodHandler(PIRP Irp, ULONG MethodSetsCount, const KSMETHOD_SET *MethodSet)
ks.c	KsMethodHandlerWithAllocator(PIRP Irp, ULONG MethodSetsCount, const KSMETHOD_SET *MethodSet, PFNKSALLOCATOR Allocator, ULONG MethodItemSize)
ks.c	KsFastPropertyHandler(PFILE_OBJECT FileObject, PKSPROPERTY Property, ULONG PropertyLength, PVOID Data, ULONG DataLength, PIO_STATUS_BLOCK IoStatus, ULONG PropertySetsCount, const KSPROPERTY_SET *PropertySet)
ks.c	KsPropertyHandlerWithAllocator(PIRP Irp, ULONG PropertySetsCount, const KSPROPERTY_SET *PropertySet, PFNKSALLOCATOR Allocator, ULONG PropertyItemSize)
ks.c	KsCreateTopologyNode(HANDLE ParentHandle, PKSNODE_CREATE NodeCreate, ACCESS_MASK DesiredAccess, PHANDLE NodeHandle)
ks.c	KsValidateTopologyNodeCreateRequest(PIRP Irp, PKSTOPOLOGY Topology, PKSNODE_CREATE *NodeCreate)
ks.c	KsLoadResource(PVOID ImageBase, POOL_TYPE PoolType, ULONG_PTR ResourceName, ULONG ResourceType, PVOID *Resource, PULONG ResourceSize)
ks.c	KoCreateInstance(__int64 a1, __int64 a2, int a3, __int64 a4, __int64 a5)
ks.c	KsFilterFactoryAddCreateItem(PKSFILTERFACTORY FilterFactory, PWCHAR RefString, PSECURITY_DESCRIPTOR SecurityDescriptor, ULONG CreateItemFlags)
ks.c	KsFilterFactorySetDeviceClassesState(PKSFILTERFACTORY FilterFactory, BOOLEAN NewState)
ks.c	KsFilterCreateNode(PKSFILTER Filter, const KSNODE_DESCRIPTOR *const NodeDescriptor, PULONG NodeID)
ks.c	KsFilterCreatePinFactory(PKSFILTER Filter, const KSPIN_DESCRIPTOR_EX *const PinDescriptor, PULONG PinID)
ks.c	KsCopyObjectBagItems(KSOBJECT_BAG ObjectBagDestination, KSOBJECT_BAG ObjectBagSource)
ksecdd.c	SspiCopyAuthIdentity(__int64 a1, __int64 a2)
ksecdd.c	SecSetPagingMode(char a1)
ksecdd.c	SetCredentialsAttributesW(__int64 a1, int a2, __int64 a3)
lsi_sas2.c	SymWaitForDoorBell(__int64 a1, unsigned int a2)
lsi_sas2.c	ReadAndSetSASPages(__int64 a1, int a2)
lsi_sas2.c	ContinueIDReadsForPhyEvents(__int64 a1, int a2)
lsi_sas2.c	ReadIDs(__int64 a1, int a2)
lsi_sas2.c	ContinueIDReadsForIrElements(__int64 a1, unsigned int a2, unsigned int a3)
lsi_sas2.c	ReadIrIDs(__int64 a1, unsigned int a2)
lsi_sas2.c	CsmiSasFirmwareDownload_sm(__int64 a1, __int64 a2, int a3)
lsi_sas2.c	CsmiSasSetPhyInfo_sm(__int64 a1, int a2)
lsi_sas3.c	SymWaitForDoorBell(__int64 a1, unsigned int a2)
lsi_sas3.c	ReadAndSetSASPages(__int64 a1, int a2)
lsi_sas3.c	ContinueIDReadsForPhyEvents(__int64 a1, int a2)
lsi_sas3.c	ReadIDs(__int64 a1, int a2)
lsi_sas3.c	ContinueIDReadsForIrElements(__int64 a1, unsigned int a2, unsigned int a3)
lsi_sas3.c	ReadIrIDs(__int64 a1, unsigned int a2)
lsi_sss.c	SymWaitForDoorBell(__int64 a1, unsigned int a2)
lsi_sss.c	ReadAndSetSASPages(__int64 a1, int a2)
lsi_sss.c	ContinueIDReadsForPhyEvents(__int64 a1, int a2)
lsi_sss.c	ReadIDs(__int64 a1, int a2)
lsi_sss.c	ContinueIDReadsForIrElements(__int64 a1, int a2, unsigned int a3)
lsi_sss.c	ReadIrIDs(__int64 a1, int a2)
luafv.c	LuafvCopySaclWithAudit(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, __int64 a6)
luafv.c	LuafvPostReadWrite(__int64 a1, __int64 a2, __int64 a3)
luafv.c	LuafvPostSetInformation(__int64 a1, __int64 a2, __int64 a3)
luafv.c	LuafvPostCreate(__int64 a1, __int64 a2, __int64 a3)
luafv.c	LuafvInstanceSetup(__int64 a1, __int64 a2, __int64 a3, int a4)
